contract_type,job_type,location,salary,title,url
Permanent,full-time,Slough,"£35,000 - £40,000 per annum",Finance Analyst ,/jobs/finance-analyst/51997364?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D34
Permanent,full-time,London,"£60,000 per annum",Revenue Analyst - Music,/jobs/revenue-analyst-music/52086908?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D34
Permanent,full-time,London,Salary negotiable,Power BI Analyst,/jobs/power-bi-analyst/52157444?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D34
Contract,full-time,Liverpool,Salary negotiable,QC Incoming and Components,/jobs/qc-incoming-and-components/52231528?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D34
Permanent,full-time,London,"£70,000 - £78,000 per annum",Senior Web Analyst,/jobs/senior-web-analyst/52175920?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D34
Permanent,full-time,London,"£65,000 - £75,000 per annum",Senior Web Analyst,/jobs/senior-web-analyst/52175871?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D34
Temporary,full-time,Wakefield,£200 - £240 per day,Finance Business Analyst,/jobs/finance-business-analyst/52232892?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D34
Permanent,full-time,Retford,Competitive salary,Senior Finance Systems Analyst,/jobs/senior-finance-systems-analyst/52073812?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D34
Permanent,full-time,Plymouth,"£45,000 - £55,000 per annum",Financial Analyst,/jobs/financial-analyst/52196789?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D34
Permanent,full-time,Manchester,"£40,000 - £50,000 per annum",BI Analyst,/jobs/bi-analyst/52187794?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D34
Permanent,full-time,London,"£70,000 - £80,000 per annum, inc benefits",Business Analyst,/jobs/business-analyst/52114151?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D34
Permanent,full-time,Winchester,"£35,000 - £60,000 per annum",Senior Analyst ,/jobs/senior-analyst/50798739?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D34
Permanent,full-time,Surrey,"£50,000 - £65,000 per annum",Senior Insight Analyst,/jobs/senior-insight-analyst/52037013?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D34
Contract,full-time,Warwick,"£38,000 - £42,000 per annum",Commercial Analyst,/jobs/commercial-analyst/52000561?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D34
Permanent,full-time,Leicestershire,"£65,000 - £75,000 per annum",Senior Business Analyst,/jobs/senior-business-analyst/52191076?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D34
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Contract,full-time,Netherlands,€95 - €110 per hour,Data Governance Analyst,/jobs/data-governance-analyst/52168319?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D35
Permanent,full-time,Loughborough,Competitive salary,Risk Data Analyst,/jobs/risk-data-analyst/52190438?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D35
Permanent,full-time,"Ashford, Kent","£50,000 - £60,000 per annum",Finance Business Analyst,/jobs/finance-business-analyst/52065280?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D35
Permanent,full-time,Coventry,"£55,000 - £64,000 per annum",Senior Analyst,/jobs/senior-analyst/52000590?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D35
Permanent,full-time or part-time,London,"£30,000 - £40,000 per annum",Pensions Implementation Analyst SQL/Excel,/jobs/pensions-implementation-analyst-sql-excel/52178535?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D35
Permanent,full-time or part-time,Glasgow,"£30,000 - £40,000 per annum",Pensions Implementation Analyst SQL/Excel,/jobs/pensions-implementation-analyst-sql-excel/52085160?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D35
Permanent,full-time,London,"£35,000 - £40,000 per annum",Senior Revenue Analyst,/jobs/senior-revenue-analyst/52128587?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D35
Permanent,full-time,London,Competitive salary,French Speaking Insight Analyst/Digital Marketing - Hybrid,/jobs/french-speaking-insight-analyst-digital-marketing-hybrid/52012657?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D35
Permanent,full-time,Stockport,"£45,000 - £60,000 per annum",Reporting Analyst - Tableau Specialist,/jobs/reporting-analyst-tableau-specialist/52161905?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D35
Permanent,full-time,Croydon,"£50,000 - £60,000 per annum",Business Analyst,/jobs/business-analyst/52182945?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D35
Permanent,full-time,Bournemouth,"£40,000 - £50,000 per annum",Procurement Category Analyst,/jobs/procurement-category-analyst/52021905?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D35
Contract,full-time,Manchester,£350 - £400 per day,Privacy Analyst,/jobs/privacy-analyst/52153426?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D35
Permanent,full-time,London,"£35,000 per annum",Exposure Management Analyst,/jobs/exposure-management-analyst/52060817?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D35
Temporary,full-time,Central London,"£18 - £30 per hour, inc benefits",Product Manager,/jobs/product-manager/52173852?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D35
Permanent,full-time,Cardiff,"£35,000 - £45,000 per annum",BI Analyst - Cardiff - Hybrid working,/jobs/bi-analyst-cardiff-hybrid-working/52158740?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D35
Permanent,full-time,Bolton,"£35,000 - £40,000 per annum",MI Analyst,/jobs/mi-analyst/52233395?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D35
Permanent,full-time,Stockport,"£36,750 per annum",BI Report Developer / Analyst  ,/jobs/bi-report-developer-analyst/52185995?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D35
Permanent,full-time,Slough,"£35,000 - £40,000 per annum",Finance Analyst ,/jobs/finance-analyst/51997364?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D35
Permanent,full-time,London,Salary negotiable,Power BI Analyst,/jobs/power-bi-analyst/52157444?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D35
Permanent,full-time,Gateshead,"£26,000 - £28,000 per annum",Systems Analyst,/jobs/systems-analyst/52015807?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D35
Contract,full-time,Liverpool,Salary negotiable,QC Incoming and Components,/jobs/qc-incoming-and-components/52231528?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D35
Permanent,full-time,London,"£70,000 - £78,000 per annum",Senior Web Analyst,/jobs/senior-web-analyst/52175920?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D35
Permanent,full-time,London,"£65,000 - £75,000 per annum",Senior Web Analyst,/jobs/senior-web-analyst/52175871?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D35
Temporary,full-time,Central London,"£18 - £30 per hour, inc benefits",Product Manager,/jobs/product-manager/52173853?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D35
Temporary,full-time,Wakefield,£200 - £240 per day,Finance Business Analyst,/jobs/finance-business-analyst/52232892?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D35
Temporary,full-time,Maidenhead,Competitive salary,Business Analyst,/jobs/business-analyst/52166878?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D35
Permanent,full-time,Retford,Competitive salary,Senior Finance Systems Analyst,/jobs/senior-finance-systems-analyst/52073812?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D35
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Contract,full-time,Netherlands,€95 - €110 per hour,Data Governance Analyst,/jobs/data-governance-analyst/52168319?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D36
Permanent,full-time,Loughborough,Competitive salary,Risk Data Analyst,/jobs/risk-data-analyst/52190438?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D36
Contract,full-time,Brighton,"£45,000 - £55,000 per annum, inc benefits",Reward Analyst,/jobs/reward-analyst/52182698?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D36
Permanent,full-time,London,"£80,000 - £90,000 per annum",Lead Product Analyst,/jobs/lead-product-analyst/52207047?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D36
Permanent,full-time,Ilkley,"£55,000 per annum",Business Analyst - £55K  - Hybrid Once a week in office,/jobs/business-analyst-55k-hybrid-once-a-week-in-office/52120312?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D36
Contract,full-time,London,£300 - £475 per day,Loan IQ Analyst,/jobs/loan-iq-analyst/52192543?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D36
Permanent,full-time,Manchester,"£45,000 - £60,000 per annum",Senior BI Analyst,/jobs/senior-bi-analyst/52222583?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D36
Contract,full-time,Edinburgh,£350 - £550 per day,Senior Finance Analyst,/jobs/senior-finance-analyst/52116270?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D36
Permanent,full-time,Wallingford,"£45,000 - £55,000 per annum",Senior Pricing Analyst,/jobs/senior-pricing-analyst/52036669?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D36
Permanent,full-time,London,"£45,000 - £55,000 per annum",Senior Analyst,/jobs/senior-analyst/52222663?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D36
Contract,full-time,East Grinstead,"£45,000 - £55,000 per annum, inc benefits",Reward Analyst,/jobs/reward-analyst/52182699?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D36
Contract,full-time,Haywards Heath,"£45,000 - £55,000 per annum, inc benefits",Reward Analyst,/jobs/reward-analyst/52182697?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D36
Contract,full-time,Crawley,"£45,000 - £55,000 per annum, inc benefits",Reward Analyst,/jobs/reward-analyst/52182695?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D36
Permanent,full-time,London,Salary negotiable,Reward Analyst,/jobs/reward-analyst/52134183?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D36
Permanent,full-time or part-time,Milton Keynes,"£70,000 - £73,000 per annum, OTE, inc benefits, pro-rata, negotiable",L3 SOC Analyst - Team Lead,/jobs/l3-soc-analyst-team-lead/52017363?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D36
Permanent,full-time,"Ashford, Kent","£50,000 - £60,000 per annum",Finance Business Analyst,/jobs/finance-business-analyst/52065280?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D36
Permanent,full-time,London,"£65,000 - £75,000 per annum",Senior Product Analyst,/jobs/senior-product-analyst/52232156?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D36
Permanent,full-time,London,"£45,000 - £65,000 per annum",Senior pricing Analyst - Remote,/jobs/senior-pricing-analyst-remote/52222828?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D36
Permanent,full-time,Maidstone,"£49,000 per annum",BI Business Analyst,/jobs/bi-business-analyst/52221331?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D36
Permanent,full-time,Stockport,"£45,000 - £60,000 per annum",Reporting Analyst - Tableau Specialist,/jobs/reporting-analyst-tableau-specialist/52161905?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D36
Contract,full-time,Manchester,£250 - £300 per day,Power BI Analyst,/jobs/power-bi-analyst/52197479?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D36
Permanent,full-time,London,"£65,000 - £75,000 per annum",Senior Web Analyst,/jobs/senior-web-analyst/52071401?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D36
Permanent,full-time,Coventry,"£55,000 - £64,000 per annum",Senior Analyst,/jobs/senior-analyst/52000590?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D36
Permanent,full-time,London,"£35,000 per annum",Exposure Management Analyst,/jobs/exposure-management-analyst/52060817?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D36
Permanent,full-time,London,Competitive salary,French Speaking Insight Analyst/Digital Marketing - Hybrid,/jobs/french-speaking-insight-analyst-digital-marketing-hybrid/52012657?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D36
Permanent,full-time,Croydon,"£50,000 - £60,000 per annum",Business Analyst,/jobs/business-analyst/52182945?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D36
Permanent,full-time,Southend-on-Sea,Salary negotiable,Analyst ,/jobs/analyst/52149616?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D36
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Contract,full-time,Netherlands,€95 - €110 per hour,Data Governance Analyst,/jobs/data-governance-analyst/52168319?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D37
Permanent,full-time,Loughborough,Competitive salary,Risk Data Analyst,/jobs/risk-data-analyst/52190438?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D37
Permanent,full-time,Manchester,"£40,000 per annum",BI Analyst,/jobs/bi-analyst/52027426?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D37
Permanent,full-time,Blackburn,"£30,000 - £40,000 per annum, inc benefits",Finance Analyst,/jobs/finance-analyst/52147142?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D37
Permanent,full-time,Blackburn,"£30,000 - £40,000 per annum, inc benefits",Finance Analyst,/jobs/finance-analyst/52109509?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D37
Permanent,full-time,London,"£55,000 - £65,000 per annum",Web Analyst,/jobs/web-analyst/52071389?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D37
Permanent,full-time,London,"£55,000 - £65,000 per annum",Senior Product Analyst,/jobs/senior-product-analyst/52207002?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D37
Permanent,full-time,London,"£65,000 - £75,000 per annum",Senior Product Analyst,/jobs/senior-product-analyst/52206989?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D37
Permanent,full-time,London,"£60,000 - £70,000 per annum",Senior IT Risk Analyst,/jobs/senior-it-risk-analyst/52232643?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D37
Permanent,full-time,Birmingham,"£27,000 - £34,000 per annum, negotiable",Pricing Analyst,/jobs/pricing-analyst/52152773?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D37
Permanent,full-time,Salisbury,"£28,000 per annum",QC Analyst,/jobs/qc-analyst/52119416?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D37
Permanent,full-time or part-time,Milton Keynes,"£70,000 - £75,000 per annum, OTE, inc benefits, pro-rata, negotiable",L3 SOC Analyst - SOC Lead,/jobs/l3-soc-analyst-soc-lead/52141789?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D37
Permanent,full-time,East London,"£36,000 per annum",Credit & Collections Analyst,/jobs/credit-collections-analyst/52160775?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D37
Permanent,full-time,Solihull,"£35,000 - £42,000 per annum",Finance Analyst,/jobs/finance-analyst/52052420?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D37
Permanent,full-time,London,"£35,000 - £40,000 per annum",Campaign Analyst,/jobs/campaign-analyst/52064561?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D37
Permanent,full-time,London,"£65,000 - £75,000 per annum",Senior Product Analyst,/jobs/senior-product-analyst/52207083?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D37
Permanent,full-time,Nuneaton,Salary negotiable,Cell Site Analyst,/jobs/cell-site-analyst/52134671?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D37
Permanent,full-time,Normanton,"£40,000 - £50,000 per annum",Business Intelligence Analyst,/jobs/business-intelligence-analyst/51987822?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D37
Permanent,full-time,Edinburgh,"£28,000 - £34,000 per annum",Trainee ESG Analyst,/jobs/trainee-esg-analyst/51479937?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D37
Permanent,full-time,Canary Wharf,"£28,000 - £34,000 per annum",Trainee ESG Analyst,/jobs/trainee-esg-analyst/51479931?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D37
Permanent,full-time,Leicester,"£45,000 - £50,000 per annum",Senior Analyst,/jobs/senior-analyst/52192446?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D37
Permanent,full-time,Leicester,"£45,000 - £50,000 per annum",Senior Analyst,/jobs/senior-analyst/52183913?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D37
Temporary,full-time,Devon,"£50,000 - £60,000 per annum",Interim Finance Analyst,/jobs/interim-finance-analyst/52084414?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D37
Contract,full-time,Northampton,"£30,000 - £35,000 per annum",Business Analyst,/jobs/business-analyst/52098564?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D37
Permanent,full-time,London,"£40,000 - £50,000 per annum",Finance Analyst,/jobs/finance-analyst/52065800?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D37
Permanent,full-time,London,"£55,000 - £70,000 per annum",Senior Pricing Analyst,/jobs/senior-pricing-analyst/52172068?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D37
Permanent,full-time,"Garden City, Deeside",Competitive salary,"Scientist, HPLC Medical Devices",/jobs/scientist-hplc-medical-devices/52121660?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D37
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Contract,full-time,Netherlands,€95 - €110 per hour,Data Governance Analyst,/jobs/data-governance-analyst/52168319?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D38
Permanent,full-time,Loughborough,Competitive salary,Risk Data Analyst,/jobs/risk-data-analyst/52190438?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D38
Contract,full-time,Edinburgh,£350 - £550 per day,Senior Finance Analyst,/jobs/senior-finance-analyst/52116270?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D38
Permanent,full-time,South East England,"£49,000 - £61,000 per annum",Business Analyst /Procurement Analyst P2P (SAP)   ,/jobs/business-analyst-procurement-analyst-p2p-sap/51898816?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D38
Permanent,full-time,"Garden City, Deeside",Competitive salary,"Scientist, HPLC Medical Devices",/jobs/scientist-hplc-medical-devices/52121660?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D38
Permanent,full-time,London,"£60,000 - £70,000 per annum",FP&A Analyst,/jobs/fp-a-analyst/52203082?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D38
Permanent,full-time,Birmingham,"£45,000 - £50,000 per annum",Senior BI Analyst,/jobs/senior-bi-analyst/52190356?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D38
Permanent,full-time,London,"£45,000 - £65,000 per annum",Senior pricing Analyst - Remote,/jobs/senior-pricing-analyst-remote/52222828?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D38
Permanent,full-time,London,"£40,000 per annum",Credit Risk Analyst,/jobs/credit-risk-analyst/52181085?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D38
Permanent,full-time,London,"£65,000 - £75,000 per annum",Senior Product Analyst,/jobs/senior-product-analyst/52232156?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D38
Permanent,full-time or part-time,Milton Keynes,"£70,000 - £73,000 per annum, OTE, inc benefits, pro-rata, negotiable",L3 SOC Analyst - Team Lead,/jobs/l3-soc-analyst-team-lead/52017363?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D38
Permanent,full-time,Westhill,"£48,000 - £60,000 per annum, inc benefits",Business Development Analyst,/jobs/business-development-analyst/52147849?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D38
Permanent,full-time,London,"£50,000 - £55,000 per annum",HR Analyst - Workday - Entertainment ,/jobs/hr-analyst-workday-entertainment/52043734?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D38
Permanent,full-time,London,"£26,000 per annum",Asbestos Bulk Analyst,/jobs/asbestos-bulk-analyst/52174960?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D38
Permanent,full-time,London,"£35,000 - £42,000 per annum",Customer Insight Analyst,/jobs/customer-insight-analyst/52086834?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D38
Permanent,full-time,London,"£35,000 - £42,000 per annum",Customer Insight Analyst,/jobs/customer-insight-analyst/52076995?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D38
Permanent,full-time,Manchester,"£35,000 - £55,000 per annum",Senior Insight Analyst - Hybrid,/jobs/senior-insight-analyst-hybrid/52175800?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D38
Permanent,full-time,City of London,"£40,000 - £50,000 per annum, inc benefits",Internal Audit,/jobs/internal-audit/52128615?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D38
Permanent,full-time,City of London,"£60,000 - £85,000 per annum","Senior Pricing Analyst, Personal Lines",/jobs/senior-pricing-analyst-personal-lines/52106090?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D38
Permanent,full-time,Glasgow,"£28,000 - £34,000 per annum",Trainee ESG Analyst,/jobs/trainee-esg-analyst/51479927?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D38
Permanent,full-time,Cardiff,"£28,000 - £34,000 per annum",Trainee ESG Analyst,/jobs/trainee-esg-analyst/51479919?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D38
Permanent,full-time,City of London,"£28,000 - £34,000 per annum",Trainee ESG Analyst,/jobs/trainee-esg-analyst/51479909?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D38
Contract,full-time,London,£300 - £325 per day,OAT Test Analyst - outside IR35,/jobs/oat-test-analyst-outside-ir35/52085872?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D38
Permanent,full-time,Southend-on-Sea,Salary negotiable,Analyst ,/jobs/analyst/52149616?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D38
Permanent,full-time,Birmingham,Salary negotiable,Business Analyst Finance,/jobs/business-analyst-finance/52221858?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D38
Permanent,full-time,London,"£35,000 - £36,500 per annum",Project Analyst,/jobs/project-analyst/51934619?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D38
Permanent,full-time,Egham,"£50,000 - £60,000 per annum",PMO Analyst,/jobs/pmo-analyst/52004950?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D38
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Contract,full-time,Netherlands,€95 - €110 per hour,Data Governance Analyst,/jobs/data-governance-analyst/52168319?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D39
Permanent,full-time,Loughborough,Competitive salary,Risk Data Analyst,/jobs/risk-data-analyst/52190438?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D39
Permanent,full-time,Retford,Competitive salary,Senior Finance Systems Analyst,/jobs/senior-finance-systems-analyst/52073812?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D39
Permanent,full-time,Weybridge,"£50,000 - £55,000 per annum, inc benefits",Financial Planning Analyst,/jobs/financial-planning-analyst/52116806?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D39
Permanent,full-time,Hertford,Salary negotiable,Information Security Analyst,/jobs/information-security-analyst/52175991?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D39
Permanent,full-time,London,"£75,000 - £90,000 per annum",Lead Product Analyst,/jobs/lead-product-analyst/52207467?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D39
Contract,full-time,Birmingham,£400 per day,TOC Incident Analyst,/jobs/toc-incident-analyst/52124812?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D39
Permanent,full-time,Surrey,"£50,000 - £65,000 per annum",Senior Insight Analyst,/jobs/senior-insight-analyst/52037013?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D39
Permanent,full-time,Norway,"£53,327.83 - £69,736.39 per annum",Data Engineer,/jobs/data-engineer/52062291?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D39
Permanent,full-time,Wilmslow,"£25,000 - £30,000 per annum",Junior Analyst ,/jobs/junior-analyst/52016680?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D39
Permanent,full-time,City of London,"£40,000 - £50,000 per annum, inc benefits",Controls and Operations Analyst,/jobs/controls-and-operations-analyst/52128593?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D39
Contract,full-time,Kent,£450 - £550 per day,Senior PMO Analyst/Lead,/jobs/senior-pmo-analyst-lead/52073389?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D39
